id,ra_deg,dec_deg,mag,pm_ra_mas_yr,pm_dec_mas_yr,common_name
4197,13.404072,29.489421,6.700,-2.83,-47.85,
4200,13.407412,-62.871353,5.730,74.42,0.65,
4207,13.421979,-4.525580,6.530,99.84,-3.63,
4212,13.448029,52.689345,6.270,75.18,-21.03,
4232,13.496010,-48.791376,6.820,81.10,8.10,
4257,13.573262,-8.740547,6.150,16.98,-47.34,
4267,13.646750,19.188436,5.800,11.05,-7.69,
4283,13.719848,83.707462,5.590,62.00,-10.71,
4288,13.741750,23.628446,5.460,137.06,-45.58,
4291,13.747963,-74.302634,6.680,125.74,114.51,
4292,13.750804,58.972797,4.830,-32.24,-40.69,
4293,13.751247,-69.526979,5.450,7.92,-43.35,
4298,13.771768,48.678548,6.280,-23.51,-11.56,
4311,13.799830,-47.405533,6.730,-80.48,-177.97,
4317,13.811073,24.557096,6.190,23.51,-14.06,
4346,13.926684,-7.347040,5.880,-6.99,-44.82,
4360,13.970621,-53.192415,6.610,17.39,-51.93,
4363,13.981373,-27.775827,6.110,10.75,-5.10,
4366,13.993843,27.209354,6.080,-19.87,11.09,
4371,14.006275,-11.266507,5.350,-26.79,-8.01,
4382,14.038009,13.951967,6.460,-1.91,-2.86,
4383,14.053862,57.996596,6.200,41.83,-15.91,
4390,14.061661,35.228640,6.930,27.81,-7.73,
4411,14.127852,42.978810,6.530,-6.36,-9.70,
4422,14.166710,59.181166,4.620,-92.56,-45.33,
4427,14.177088,60.716750,2.150,25.65,-3.82,
4436,14.187907,38.499255,3.860,152.78,36.82,
4439,14.195283,-2.729812,6.990,-20.45,-39.89,
4440,14.195587,60.362848,5.560,27.37,-4.77,
4446,14.229121,68.775742,6.390,97.59,-35.05,
4449,14.231072,64.532288,6.980,-0.59,-1.94,
4463,14.301782,23.417760,4.400,-43.72,-46.06,
4475,14.331386,61.421933,6.440,60.00,-15.52,
4496,14.407299,-18.998633,6.920,14.33,4.99,
4501,14.415149,45.839395,6.100,11.25,-6.63,
4500,14.415210,1.785585,6.970,9.59,11.36,
4510,14.458951,28.992236,5.440,5.28,-7.77,
4511,14.459175,-1.765971,6.560,22.02,-4.15,
4520,14.477147,13.695879,6.300,-5.97,-5.76,
4542,14.541168,39.475441,6.550,-1.73,-28.90,
4550,14.552943,70.496369,6.970,9.47,-3.59,
4552,14.559143,33.951059,5.990,35.25,-71.86,
4558,14.578742,21.404503,6.470,-9.65,-3.49,
4559,14.580984,6.844328,6.740,30.87,-6.44,
4563,14.592410,-60.696296,6.230,42.11,23.33,
4572,14.629162,66.351825,5.970,43.44,-13.19,
4577,14.651441,-29.357464,4.300,22.44,6.30,
4584,14.679578,47.036606,6.840,1.05,-8.20,
4587,14.682865,-11.379939,5.620,-33.16,-15.02,
4592,14.690602,-5.882618,6.570,3.32,-81.41,
4608,14.762629,27.657118,6.990,24.60,8.53,
4637,14.884464,48.966416,6.900,20.20,-31.74,
4655,14.956978,6.483238,6.140,20.08,-5.29,
4675,15.014780,44.713304,5.690,14.72,-25.24,
4703,15.116592,21.249159,6.830,1.54,-6.70,
4704,15.123278,80.545374,6.670,85.98,12.33,
4709,15.128615,70.983004,6.400,76.68,-6.50,
4719,15.147082,-36.238236,6.990,36.75,-3.99,
4726,15.168335,-1.658576,6.850,6.27,-19.82,
4770,15.325939,-38.916649,5.590,66.98,49.92,
4771,15.328924,45.452115,6.860,98.86,-26.64,
4772,15.328935,-60.860386,6.910,73.14,98.11,
4786,15.362668,49.544227,6.480,4.33,-2.68,
4789,15.375654,69.358528,6.670,-7.42,-2.71,
4794,15.392558,-38.214560,6.610,-50.83,-87.72,
4801,15.410837,-16.265351,6.470,72.02,-91.55,
4809,15.431224,25.292250,6.710,135.88,-12.68,
4811,15.440812,57.816702,6.770,1.08,-2.59,
4829,15.507558,-57.002429,6.120,6.46,16.53,
4834,15.531749,56.328701,6.710,44.61,-11.72,
4843,15.576436,81.875588,6.900,24.04,-5.36,
4844,15.576954,51.034970,6.480,-4.18,-13.36,
4852,15.609907,-31.552042,5.500,81.00,15.25,
4868,15.648212,27.747932,6.880,76.54,8.14,
4878,15.677513,9.133013,6.830,66.28,-23.69,
4879,15.678728,-65.456111,6.250,8.53,3.68,
4889,15.704527,31.804337,5.500,15.53,-30.38,
4890,15.704966,-46.397338,5.390,-2.21,10.96,
4902,15.724090,51.798106,6.840,10.89,-5.46,
4903,15.726149,41.345199,5.950,-16.96,-16.95,
4906,15.736066,7.890073,4.270,-80.57,25.88,
4911,15.756134,47.376195,6.460,86.92,-15.47,
4914,15.760853,-4.836350,5.400,-117.05,-102.91,
4932,15.824018,-29.525771,6.280,-102.77,-31.82,
4934,15.825172,-60.097259,6.810,-119.10,-93.79,
4935,15.827179,-41.021104,6.990,38.09,-2.52,
4962,15.904198,61.074830,5.920,-1.54,-2.96,
4961,15.904213,58.909253,6.750,33.39,-14.92,
4965,15.914118,84.606922,6.740,64.62,-17.55,
4979,15.953986,1.366945,6.060,122.42,-40.69,
4983,15.972347,47.642302,6.820,-5.27,-2.68,
4998,16.009950,52.502309,5.990,1.44,-61.03,
5016,16.069737,54.204400,6.840,-136.74,-63.27,
5021,16.081454,61.580244,5.830,-79.86,-24.77,
5026,16.099602,-47.940370,6.840,59.29,12.62,
5034,16.114874,29.659099,6.200,85.10,-120.26,
5042,16.135867,-33.532788,6.440,-44.23,-23.51,
5045,16.151666,39.991163,6.770,78.23,-21.80,
5062,16.194937,51.009797,6.530,15.47,-6.75,
5070,16.207820,74.372129,6.820,18.65,-1.37,
5074,16.219251,5.656301,6.030,29.08,-16.31,
5081,16.272298,14.946004,5.640,6.94,53.33,
5121,16.403753,-9.979239,6.090,-30.48,-34.24,
5131,16.420532,21.473216,5.330,44.30,-14.32,
5132,16.423658,21.465473,5.550,53.93,-12.63,
5141,16.455093,4.908662,6.350,11.75,-119.26,
5165,16.521277,-46.718490,3.320,-70.16,31.60,
5164,16.521375,-9.839368,5.580,30.98,5.89,
5169,16.526420,-10.985377,6.840,15.01,-27.87,
5170,16.532207,-23.992369,6.120,-41.03,-33.59,
5175,16.546649,32.181543,6.280,7.38,-23.53,
5186,16.594529,62.761467,6.520,102.38,-32.21,
5193,16.610542,-35.660623,6.610,68.12,-17.37,
5198,16.615333,-39.856325,6.640,17.86,19.50,
5204,16.640077,12.955974,6.140,13.76,27.14,
5209,16.656903,8.360132,6.930,-52.39,-38.35,
5232,16.725032,59.858643,6.870,1.99,-13.94,
5233,16.729120,70.931429,6.630,77.56,-12.08,
5240,16.750306,56.935236,6.410,93.95,-108.56,
5248,16.779944,20.151070,6.990,6.05,2.99,
5251,16.789340,53.498193,6.310,16.82,-3.32,
5259,16.803649,-23.996256,6.360,74.44,-31.75,
5262,16.807789,49.555468,6.810,20.87,-8.91,
5268,16.827386,-61.775262,5.360,73.79,-11.24,
5296,16.942168,-9.785592,5.710,149.04,16.99,
5300,16.949272,-41.486935,5.210,36.00,7.85,
5310,16.987958,20.739321,5.560,85.43,-85.81,
5315,16.998252,1.994094,6.440,143.39,-432.84,
5317,17.002994,43.942241,5.040,160.96,-61.32,
5319,17.005018,32.012192,6.230,203.71,-25.62,
5336,17.053838,54.924228,5.170,3421.44,-1599.27,
5339,17.064036,28.868156,6.860,-43.08,-88.95,
5344,17.090996,9.908201,6.710,-3.31,-1.64,
5346,17.093100,5.650221,5.510,-248.40,-165.49,
5348,17.096084,-55.245832,3.940,21.17,29.70,
5361,17.139365,58.263479,5.770,17.15,-12.39,
5363,17.140907,-46.668039,6.890,18.54,23.50,
5364,17.146932,-10.181928,3.460,215.81,-138.33,
5372,17.183997,86.257118,4.240,80.34,-11.36,
5412,17.301221,80.011677,6.240,-30.97,-39.96,
5414,17.304464,69.686526,6.930,1.49,-0.89,
5434,17.375509,47.241824,4.260,3.81,-13.02,
5440,17.395929,57.350082,6.650,-66.26,-35.07,
5444,17.413102,23.794289,6.650,7.61,-21.62,
5447,17.432490,35.620830,2.070,175.59,-112.23,
5454,17.455020,19.658385,5.570,-4.65,9.34,
5458,17.467682,54.738879,6.750,20.69,35.28,
5465,17.487021,33.881427,6.970,75.57,7.97,
5477,17.530737,-57.694140,6.410,-2.86,-114.73,
5483,17.547620,15.673971,6.070,20.41,-24.51,
5485,17.549828,-8.906040,6.400,-19.62,-39.20,
5488,17.565096,-56.862806,6.980,-49.00,-64.32,
5493,17.578530,42.081577,5.670,-135.76,-41.87,
5494,17.581039,25.458040,5.810,2.92,-113.75,
5510,17.639822,2.445708,5.970,-8.69,-15.94,
5512,17.642957,51.013288,6.900,6.12,18.04,
5518,17.663606,68.778688,5.320,35.26,-27.48,
5531,17.709829,67.780038,6.550,250.30,23.58,
5542,17.774711,55.149948,4.340,226.62,-19.34,
5544,17.778222,31.424766,5.150,-8.70,-12.02,
5550,17.792871,37.724138,5.800,-15.54,-6.96,
5551,17.794098,46.183914,6.600,-6.36,-25.31,
5566,17.856319,64.202724,5.560,40.94,-19.30,
5571,17.863309,21.034676,4.660,41.66,-10.55,
5575,17.870691,10.291923,6.490,10.94,-6.07,
5586,17.914945,30.089730,4.510,74.29,-37.61,
5589,17.922370,65.018885,5.570,23.85,-12.92,
5594,17.931427,-2.251025,5.930,-57.83,-22.21,
5626,18.068789,79.673975,5.600,95.83,-4.91,
5631,18.080005,12.281946,6.890,-86.48,-51.51,
5636,18.097033,-30.801964,6.540,43.79,-67.67,
5646,18.128117,2.471833,6.550,-178.32,-104.49,
5650,18.141922,45.337480,6.130,24.03,20.95,
5661,18.189030,-37.856404,5.950,88.99,-30.76,
5665,18.194625,-35.205526,6.970,13.28,-14.46,
5666,18.198897,-6.783338,6.590,-62.21,-15.30,
5671,18.220757,32.075465,7.000,12.76,-9.35,
5679,18.247747,30.064308,6.240,21.88,-32.33,
5688,18.290905,61.706204,6.400,29.16,-6.35,
5694,18.317417,34.098415,6.730,8.79,-4.85,
5717,18.386565,29.736317,6.740,-13.19,-36.12,
5737,18.432510,7.575489,5.210,141.66,-55.62,
5742,18.437230,24.583765,4.670,18.58,-21.26,
5743,18.438228,7.578376,6.440,154.42,-47.11,
5764,18.504856,-13.475325,6.880,42.85,29.53,
5772,18.520272,28.529706,6.330,63.06,-53.79,
5778,18.531867,16.133542,5.970,-30.59,-26.18,
5799,18.599862,-7.923500,5.140,123.67,277.58,
5824,18.676666,6.995196,6.040,-13.62,-24.67,
5833,18.704919,-0.974294,5.700,-14.55,205.45,
5862,18.794032,-45.532097,4.970,664.47,178.12,
5878,18.867871,20.414606,6.990,-17.58,-25.79,
5886,18.898436,0.912449,6.710,41.58,2.68,
5896,18.939564,-68.876237,4.250,411.11,127.43,
5914,19.020973,25.769360,6.760,-5.78,-1.11,
5926,19.049591,71.743845,5.870,-1.59,-1.18,
5927,19.050365,-42.009664,6.580,-55.92,-21.29,
5928,19.052519,87.145545,6.200,49.99,-20.22,
5936,19.078760,33.114807,6.040,27.97,-35.89,
5939,19.102023,48.082256,6.610,8.25,-4.25,
5942,19.115739,23.589481,6.690,-12.62,-9.34,
5943,19.120422,-67.431092,6.910,130.54,24.36,
5944,19.122261,42.939494,6.590,-112.45,-30.49,
5947,19.129326,79.909869,6.270,-48.26,59.00,
5951,19.151445,-2.500213,5.420,-100.62,-63.95,
5985,19.245229,-2.278818,6.520,259.08,-140.70,
5992,19.265338,-66.397891,6.230,53.04,15.04,
5993,19.271059,44.902090,6.110,11.75,-40.32,
6010,19.319228,39.480549,6.690,-15.25,-3.45,
6025,19.350598,31.744609,6.360,-44.70,3.32,
6027,19.359539,57.632079,6.860,2.03,0.55,
6039,19.395791,-65.211780,6.920,27.87,3.10,
6047,19.424046,44.631915,6.780,6.13,-0.68,
6048,19.426470,-7.659559,6.800,20.94,22.35,
6057,19.438552,56.631635,6.680,63.86,-16.65,
6060,19.449834,49.008477,6.990,24.12,-13.09,
6061,19.449934,3.614520,5.130,-48.38,-22.37,
6087,19.542258,47.419716,6.290,7.75,-4.24,
6093,19.557884,57.803169,6.390,-7.68,-1.21,
6099,19.577802,67.816439,6.680,-8.47,-7.29,
6133,19.675807,72.877959,6.990,28.69,-17.75,
6137,19.684004,-43.332929,6.780,2.05,5.24,
6139,19.691397,72.401455,6.870,37.07,-8.96,
6140,19.695899,37.386302,6.440,-8.67,-11.34,
6193,19.866575,27.264087,4.740,26.21,-11.62,
6198,19.872323,80.894196,6.700,-22.17,7.00,
6226,19.951217,-0.508995,5.870,5.35,-13.91,
6229,19.965573,58.208147,6.990,-1.71,-1.71,
6234,19.990525,-15.814084,6.700,61.23,-95.90,
6237,20.012387,-9.883602,6.650,27.81,-75.90,
6241,20.020408,41.970667,6.950,11.91,-58.11,
6242,20.020490,58.231616,4.950,-1.31,-2.19,
6261,20.081046,77.570465,6.310,-18.46,89.47,
6271,20.115638,-57.338733,7.000,174.56,88.85,
6272,20.115990,-11.238815,6.160,-50.54,-75.93,
6283,20.144055,-3.247000,6.260,-1.93,4.32,
6288,20.169271,-13.889994,6.840,39.97,7.17,
6312,20.271606,64.658188,6.330,59.68,-23.53,
6315,20.280641,28.738390,5.230,28.53,-75.19,
6331,20.322924,-6.159436,6.780,24.90,-35.52,
6333,20.326634,-49.741638,6.750,39.06,39.81,
6334,20.330105,11.536746,6.890,60.89,0.11,
6336,20.352442,-50.936924,6.600,37.71,-4.69,
6369,20.453649,-66.384115,6.940,-34.05,-5.24,
6371,20.466422,50.121988,6.540,4.78,-1.92,
6376,20.492816,12.604175,6.970,34.67,-3.61,
6378,20.495581,76.238888,6.370,67.85,-34.31,
6393,20.538487,-37.051562,6.710,14.94,-6.25,
6401,20.552439,43.584135,6.690,3.63,-7.46,
6405,20.573059,18.682713,6.960,555.56,-3.76,
6411,20.584971,45.528757,4.870,32.21,8.73,
6427,20.627154,-19.081050,6.350,-58.42,-64.95,
6429,20.645068,-0.449644,6.500,23.47,-11.95,
6432,20.653812,1.726441,6.210,65.45,-44.78,
6440,20.679228,-36.596466,6.710,58.33,-24.68,
6441,20.681185,4.738287,6.870,-32.11,-19.03,
6451,20.723235,11.366618,6.770,45.20,-46.94,
6477,20.821453,-33.548012,6.800,40.12,-4.20,
6480,20.825294,36.514673,6.800,29.83,-16.76,
6486,20.838635,58.143214,6.360,132.26,-90.68,
6492,20.853969,20.468990,5.970,-5.59,-9.30,
6502,20.879034,-30.945506,5.840,-15.51,-45.83,
6507,20.895602,-24.352775,6.660,-20.64,4.48,
6512,20.905466,34.245601,6.280,231.92,117.55,
6514,20.918983,37.714990,5.600,81.77,-19.64,
6522,20.945066,78.726048,6.070,-4.29,3.24,
6527,20.961761,17.818444,6.590,76.16,-41.17,
6537,21.006047,-8.182754,3.600,-78.38,-206.88,
6539,21.010139,-8.007252,6.210,179.74,-67.31,
6551,21.050790,-31.811777,6.850,165.45,-76.58,
6560,21.077818,43.142119,6.690,-1.53,-9.17,
6564,21.085354,-6.914669,5.920,31.05,5.12,
6589,21.166311,-15.660419,6.170,29.88,-20.19,
6591,21.167751,-34.140057,6.690,85.05,38.45,
6592,21.169889,-41.492459,5.420,16.95,-36.94,
6595,21.174677,-44.528528,6.260,-10.09,-19.40,
6605,21.202811,-2.848522,6.170,10.79,-28.02,
6624,21.252406,-5.946409,6.760,13.91,-7.58,
6631,21.271981,-64.369436,5.920,23.15,-17.10,
6649,21.329623,16.257082,6.990,6.14,-10.38,
6669,21.398568,23.511573,6.180,34.07,-22.18,
6670,21.405039,-14.598754,4.900,42.54,-17.25,
6679,21.419350,2.972085,6.990,33.60,-12.68,
6685,21.442927,70.979921,6.340,9.33,-13.89,
6686,21.452513,60.235403,2.660,297.24,-49.49,
6687,21.468037,-3.927327,6.500,60.72,-26.32,
6690,21.479868,-8.504337,6.570,12.93,-23.54,
6692,21.482934,68.129947,4.720,75.07,26.82,
6702,21.535909,34.579907,6.340,235.58,-84.99,
6706,21.563661,19.172321,5.350,-26.80,10.16,
6711,21.577496,43.457886,5.980,108.31,-60.45,
6714,21.598176,20.070902,6.440,55.53,-40.07,
6717,21.613826,-0.398986,6.420,50.11,-19.66,
6732,21.673529,19.240565,5.500,50.82,-58.73,
6733,21.679215,43.691971,6.900,134.34,-39.65,
6736,21.682424,27.246704,6.750,-8.29,-56.06,
6748,21.714818,-13.056534,5.510,14.53,9.01,
6751,21.723119,3.535686,6.590,6.14,-17.40,
6760,21.741790,-41.747369,6.670,51.95,-18.63,
6759,21.742084,-32.543100,6.570,-8.84,-33.51,
6771,21.770267,-30.235821,6.710,-30.43,-36.14,
6776,21.775895,34.377578,6.270,160.89,-10.75,
6789,21.847128,-22.338027,6.430,-1.66,-84.29,
6791,21.854793,-20.351861,6.890,12.25,23.06,
6794,21.861105,41.101098,6.420,9.84,24.67,
6797,21.867833,-9.297074,6.860,28.29,-31.80,
6799,21.872269,-45.846244,6.960,0.68,22.16,
6811,21.907173,66.076970,6.980,-5.29,-1.49,
6813,21.912855,45.406953,4.830,356.99,-109.32,
6819,21.928059,31.966761,6.780,-24.24,-87.08,
6822,21.943485,-10.901620,6.130,179.15,15.79,
6823,21.945352,40.335825,6.590,4.68,-8.93,
6835,21.997672,-22.036946,6.570,3.59,4.47,
6858,22.051564,44.049264,6.650,0.72,-8.03,
6859,22.066993,-12.245990,6.910,27.71,-20.79,
6861,22.078616,-49.005851,6.960,20.97,7.73,
6862,22.079648,30.557843,6.900,41.72,-61.28,
6867,22.091424,-43.317729,3.410,-18.21,-207.71,
6868,22.095206,7.961374,6.220,110.79,-8.59,
6869,22.101210,17.079342,6.600,117.54,-34.32,
6878,22.142992,42.267929,6.660,52.87,-99.04,
6888,22.181313,-33.763890,6.590,-33.85,-33.72,
6909,22.239303,-17.937343,6.660,70.14,-4.74,
6915,22.262970,7.294227,6.540,-27.29,-56.24,
6939,22.347886,25.275341,6.660,64.09,4.67,
6952,22.377238,-46.756462,6.250,2.37,16.72,
6957,22.384287,-9.489105,6.880,16.56,7.39,
6960,22.400418,-21.629347,5.110,55.64,3.22,
6966,22.421533,22.826232,6.770,10.42,-16.31,
6971,22.428293,-25.617780,6.370,37.75,12.76,
6974,22.444638,65.171066,6.710,-6.26,-0.32,
6981,22.470113,18.355675,6.010,59.05,-2.64,
6984,22.473586,-5.595861,6.690,56.79,-13.56,
6999,22.525425,47.007377,5.270,0.64,-42.53,
7007,22.545596,6.143933,4.840,293.23,-46.36,
7013,22.576215,59.782029,6.910,14.26,8.18,
7016,22.595320,-26.207855,5.920,43.67,1.40,
7050,22.716717,66.098115,6.150,74.83,-11.18,
7057,22.745683,49.343358,6.840,-45.62,-55.70,
7078,22.806327,70.264789,5.820,137.53,-76.00,
7083,22.812423,-49.073077,3.930,138.22,154.20,
7097,22.870808,15.345831,3.620,25.73,-3.29,
7100,22.874312,-29.985048,6.620,78.46,25.92,
7108,22.891540,-19.022896,6.850,-13.07,-36.78,
7115,22.912564,-45.575724,6.170,-11.58,4.82,
7118,22.930215,-30.282925,5.790,-4.43,-64.34,
7143,23.012720,16.947707,6.780,121.03,-196.55,
7147,23.031598,34.799975,6.390,-9.66,-5.32,
7166,23.101125,68.409064,6.820,108.72,-60.24,
7182,23.135542,70.019451,6.960,5.14,-12.25,
7189,23.151635,-49.727534,6.270,-28.24,-73.47,
7201,23.198800,35.842802,6.600,-5.29,-50.92,
7213,23.233551,-36.865182,5.490,0.09,-20.33,
7222,23.264631,-9.014679,6.600,23.74,6.85,
7235,23.315145,-24.177574,6.970,271.86,-159.50,
7243,23.326112,8.208815,6.310,18.89,-31.62,
7251,23.357116,58.327345,5.690,3.78,-4.66,
7253,23.359781,54.944869,6.920,-1.11,-1.09,
7271,23.413592,-78.504486,6.110,-30.96,-137.42,
7276,23.428054,-7.025143,5.750,176.82,-81.49,
7283,23.452150,89.015718,6.460,64.92,-32.43,
7289,23.476348,35.608212,6.930,50.86,-5.52,
7294,23.483025,59.232097,4.680,-43.06,-23.18,
7298,23.499376,-62.476213,6.910,-25.27,-1.45,
7321,23.569155,37.237198,5.900,12.62,-21.00,
7327,23.585685,-45.691374,6.920,96.97,85.49,
7330,23.597590,-28.236634,6.870,-17.80,-16.52,
7339,23.641163,68.947857,6.520,-379.06,115.05,
7345,23.657172,-15.676353,5.620,94.70,-2.67,
7357,23.703096,0.945425,6.900,209.47,-270.62,
7358,23.704176,20.172836,6.650,58.42,-43.74,
7359,23.704364,18.460672,5.900,30.10,-65.92,
7361,23.711802,-31.892214,6.110,-69.78,-42.29,
7362,23.713795,-3.523809,6.440,12.52,-33.28,
7363,23.714812,-23.699713,6.410,25.08,12.91,
7366,23.719041,8.274872,6.960,2.82,-8.16,
7370,23.742165,33.118190,6.740,-34.06,-134.22,
7387,23.811290,-58.139394,6.030,284.01,-33.05,
7399,23.850598,53.345576,6.860,8.79,-1.77,
7400,23.851225,63.081978,6.730,-9.98,-4.03,
7413,23.888982,72.442021,6.830,-17.05,2.40,
7421,23.909441,28.269599,6.890,24.96,5.19,
7436,23.943502,14.661441,6.230,3.89,-7.61,
7439,23.960305,33.835654,6.530,-43.15,-134.75,
7443,23.960832,-39.947007,6.430,-43.99,-48.95,
7444,23.968599,41.076419,6.390,144.44,0.69,
7447,23.977772,17.433790,5.950,149.18,21.16,
7450,23.995655,-15.400216,5.410,19.14,13.53,
7456,24.011916,7.645254,6.780,-20.61,19.38,
7463,24.035121,-29.907434,5.690,119.68,47.98,
7493,24.113393,48.722821,6.200,-16.36,-18.69,
7505,24.181347,7.831507,6.390,4.49,9.13,
7506,24.186542,-58.270968,6.180,23.38,0.83,
7513,24.199904,41.406385,4.100,-172.57,-381.01,
7514,24.201384,-48.803979,6.850,-9.36,30.57,
7535,24.274839,12.141511,5.540,-74.90,9.96,
7557,24.342431,74.300962,6.580,17.91,-3.03,
7564,24.355127,25.168274,6.990,-211.25,-207.66,
7568,24.365749,-84.769650,5.660,34.69,23.45,
7580,24.406489,-9.404052,6.240,249.38,111.02,
7585,24.420030,12.078366,6.770,123.20,6.59,
7588,24.428132,-57.236660,0.450,88.02,-40.08,Achernar
7589,24.434845,48.412733,6.770,149.01,5.90,
7593,24.446667,64.739356,6.490,-1.36,0.59,
7597,24.466889,-3.440652,6.430,26.34,-10.55,
7601,24.479084,-82.975289,5.880,122.30,120.70,
7607,24.497927,48.628486,3.590,60.90,-112.42,
7610,24.515340,-46.083858,6.970,49.72,15.03,
7617,24.531515,57.977645,5.550,2.98,-5.54,
7625,24.552692,62.351782,6.720,-7.98,0.19,
7632,24.582944,2.586073,6.940,20.62,-2.40,
7643,24.614559,-36.527953,5.940,-13.27,-122.36,
7649,24.628230,-42.927855,6.670,-35.62,-19.57,
7650,24.628921,73.040072,5.280,-11.81,-13.23,
7651,24.632657,45.399705,6.380,-16.21,0.59,
7658,24.655203,21.398232,6.660,36.00,-4.24,
7676,24.708303,-25.022214,6.690,3.87,6.61,
7679,24.715449,-21.275474,5.580,129.52,37.13,
7697,24.779874,61.079094,6.880,-1.53,-0.34,
7709,24.813388,16.625539,6.740,1.54,-21.53,
7710,24.814115,14.285626,6.740,89.07,-28.48,
7719,24.837579,44.386128,5.010,-20.49,14.95,
7721,24.839732,-33.564774,6.550,4.79,-1.27,
7734,24.899317,45.878327,6.600,216.82,-228.95,
7740,24.919866,16.405886,5.980,82.41,-11.56,
7751,24.946846,-56.196441,5.760,286.10,16.66,
7767,24.992134,41.666741,6.840,43.26,-2.39,
7775,25.018235,40.683822,6.670,-72.93,-24.37,
7786,25.054654,53.868289,6.350,-16.19,-4.63,
7812,25.129038,59.052870,6.970,11.45,-18.66,
7818,25.145017,40.577106,4.960,16.67,-23.50,
7819,25.145360,8.760765,6.340,68.29,1.86,
7825,25.164835,43.297764,5.630,111.06,-31.65,
7832,25.193152,-2.621776,6.740,7.39,-47.44,
7846,25.221004,77.969010,6.730,13.16,-8.66,
7874,25.326243,25.745811,6.200,118.38,-40.63,
7879,25.338688,-79.148254,6.330,59.76,22.13,
7884,25.357948,5.487604,4.450,-22.73,3.61,
7886,25.363685,-38.132964,6.200,50.23,56.51,
7906,25.413509,30.047135,5.970,-8.10,-6.50,
7911,25.421733,-50.038600,6.630,-14.44,-15.66,
7916,25.436659,-11.323668,5.750,60.10,-411.71,
7918,25.443815,42.613807,4.960,791.35,-180.16,
7921,25.449801,-60.789241,5.700,12.81,-40.52,
7939,25.512085,61.038251,6.690,8.26,-4.72,
7941,25.512563,-36.832264,5.700,-29.32,-16.70,
7943,25.514396,35.245767,5.630,49.41,-24.67,
7955,25.536023,-32.326858,5.250,-74.79,-46.35,
7956,25.539045,66.792348,6.960,12.73,-6.45,
7963,25.573692,58.627759,6.350,15.39,-8.22,
7965,25.585185,68.043046,5.570,53.08,-10.34,
7969,25.600319,32.961888,6.990,-5.56,-13.21,
7978,25.621463,-53.740575,5.520,166.97,-106.71,
7981,25.624791,20.270151,5.240,-302.12,-677.40,
7983,25.633222,-8.659561,6.990,50.66,22.11,
7989,25.653487,60.548073,6.980,7.51,-11.11,
7991,25.654529,40.377369,6.710,-32.22,-3.35,
7999,25.681320,-3.690117,4.980,-11.67,-34.38,
8016,25.732204,70.622559,5.180,76.62,-13.62,
8020,25.742988,61.421096,6.330,2.42,-9.32,
8034,25.796282,48.516777,6.820,-0.68,-4.59,
8044,25.818285,45.322636,6.330,139.04,5.06,
8046,25.832240,60.551371,5.780,13.57,-15.78,
8052,25.839067,59.632883,6.570,88.82,-51.43,
8063,25.900929,51.515826,6.660,-2.79,4.87,
8066,25.911558,52.885790,6.760,4.29,-3.52,
8068,25.915064,50.688766,4.010,24.08,-13.59,
8081,25.946074,55.877535,6.940,-23.96,-20.44,
8082,25.950105,74.604547,6.590,50.23,-17.53,
8086,25.958951,32.192011,6.320,-6.01,1.38,
8094,25.978376,-4.765440,6.200,-23.98,-30.81,
8102,26.021364,-15.939556,3.490,-1721.82,854.07,
8115,26.074641,57.536662,6.180,46.70,-18.39,
8122,26.094861,32.516041,6.730,64.06,-67.39,
8127,26.110554,46.139769,6.320,-7.11,-31.62,
8132,26.137243,-61.018690,6.790,26.72,-6.14,
8134,26.149853,3.223739,6.730,-20.31,-12.30,
8135,26.153239,-34.406021,6.820,10.41,-17.29,
8143,26.181960,-6.766176,6.450,11.07,4.71,
8148,26.192296,57.089222,6.250,18.08,1.84,
8159,26.232719,20.083406,6.270,-45.05,-105.39,
8160,26.239918,-28.726361,6.950,-22.38,-76.08,
8198,26.348286,9.157641,4.260,70.82,38.99,
8209,26.411060,-25.052434,5.290,159.48,-72.38,
8210,26.427204,8.559297,6.550,5.22,-24.39,
